csvbase_row_id,licenseId,name,isOsiApproved,isFsfLibre,isDeprecatedLicenseId,detailsUrl,referenceNumber,reference,seeAlso
348,Interbase-1.0,Interbase Public License v1.0,False,,False,https://spdx.org/licenses/Interbase-1.0.json,664,https://spdx.org/licenses/Interbase-1.0.html,['https://web.archive.org/web/20060319014854/http://info.borland.com/devsupport/interbase/opensource/IPL.html']
349,IPA,IPA Font License,True,True,False,https://spdx.org/licenses/IPA.json,236,https://spdx.org/licenses/IPA.html,['https://opensource.org/licenses/IPA']
350,IPL-1.0,IBM Public License v1.0,True,True,False,https://spdx.org/licenses/IPL-1.0.json,469,https://spdx.org/licenses/IPL-1.0.html,['https://opensource.org/licenses/IPL-1.0']
351,ISC,ISC License,True,True,False,https://spdx.org/licenses/ISC.json,131,https://spdx.org/licenses/ISC.html,"['https://www.isc.org/licenses/', 'https://www.isc.org/downloads/software-support-policy/isc-license/', 'https://opensource.org/licenses/ISC']"
352,ISC-Veillard,ISC Veillard variant,False,,False,https://spdx.org/licenses/ISC-Veillard.json,554,https://spdx.org/licenses/ISC-Veillard.html,"['https://raw.githubusercontent.com/GNOME/libxml2/4c2e7c651f6c2f0d1a74f350cbda95f7df3e7017/hash.c', 'https://github.com/GNOME/libxml2/blob/master/dict.c', 'https://sourceforge.net/p/ctrio/git/ci/master/tree/README']"
353,Jam,Jam License,True,,False,https://spdx.org/licenses/Jam.json,337,https://spdx.org/licenses/Jam.html,"['https://www.boost.org/doc/libs/1_35_0/doc/html/jam.html', 'https://web.archive.org/web/20160330173339/https://swarm.workshop.perforce.com/files/guest/perforce_software/jam/src/README']"
354,JasPer-2.0,JasPer License,False,,False,https://spdx.org/licenses/JasPer-2.0.json,590,https://spdx.org/licenses/JasPer-2.0.html,['http://www.ece.uvic.ca/~mdadams/jasper/LICENSE']
355,JPL-image,JPL Image Use Policy,False,,False,https://spdx.org/licenses/JPL-image.json,342,https://spdx.org/licenses/JPL-image.html,['https://www.jpl.nasa.gov/jpl-image-use-policy']
356,JPNIC,Japan Network Information Center License,False,,False,https://spdx.org/licenses/JPNIC.json,117,https://spdx.org/licenses/JPNIC.html,['https://gitlab.isc.org/isc-projects/bind9/blob/master/COPYRIGHT#L366']
357,JSON,JSON License,False,False,False,https://spdx.org/licenses/JSON.json,174,https://spdx.org/licenses/JSON.html,['http://www.json.org/license.html']
358,Kastrup,Kastrup License,False,,False,https://spdx.org/licenses/Kastrup.json,181,https://spdx.org/licenses/Kastrup.html,['https://ctan.math.utah.edu/ctan/tex-archive/macros/generic/kastrup/binhex.dtx']
359,Kazlib,Kazlib License,False,,False,https://spdx.org/licenses/Kazlib.json,198,https://spdx.org/licenses/Kazlib.html,['http://git.savannah.gnu.org/cgit/kazlib.git/tree/except.c?id=0062df360c2d17d57f6af19b0e444c51feb99036']
360,Knuth-CTAN,Knuth CTAN License,False,,False,https://spdx.org/licenses/Knuth-CTAN.json,1,https://spdx.org/licenses/Knuth-CTAN.html,['https://ctan.org/license/knuth']
361,LAL-1.2,Licence Art Libre 1.2,False,,False,https://spdx.org/licenses/LAL-1.2.json,259,https://spdx.org/licenses/LAL-1.2.html,['http://artlibre.org/licence/lal/licence-art-libre-12/']
362,LAL-1.3,Licence Art Libre 1.3,False,,False,https://spdx.org/licenses/LAL-1.3.json,530,https://spdx.org/licenses/LAL-1.3.html,['https://artlibre.org/']
363,Latex2e,Latex2e License,False,,False,https://spdx.org/licenses/Latex2e.json,6,https://spdx.org/licenses/Latex2e.html,['https://fedoraproject.org/wiki/Licensing/Latex2e']
364,Latex2e-translated-notice,Latex2e with translated notice permission,False,,False,https://spdx.org/licenses/Latex2e-translated-notice.json,103,https://spdx.org/licenses/Latex2e-translated-notice.html,['https://git.savannah.gnu.org/cgit/indent.git/tree/doc/indent.texi?id=a74c6b4ee49397cf330b333da1042bffa60ed14f#n74']
365,Leptonica,Leptonica License,False,,False,https://spdx.org/licenses/Leptonica.json,220,https://spdx.org/licenses/Leptonica.html,['https://fedoraproject.org/wiki/Licensing/Leptonica']
366,LGPL-2.0,GNU Library General Public License v2 only,True,,True,https://spdx.org/licenses/LGPL-2.0.json,82,https://spdx.org/licenses/LGPL-2.0.html,['https://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html']
367,LGPL-2.0+,GNU Library General Public License v2 or later,True,,True,https://spdx.org/licenses/LGPL-2.0+.json,256,https://spdx.org/licenses/LGPL-2.0+.html,['https://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html']
368,LGPL-2.0-only,GNU Library General Public License v2 only,True,,False,https://spdx.org/licenses/LGPL-2.0-only.json,516,https://spdx.org/licenses/LGPL-2.0-only.html,['https://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html']
369,LGPL-2.0-or-later,GNU Library General Public License v2 or later,True,,False,https://spdx.org/licenses/LGPL-2.0-or-later.json,458,https://spdx.org/licenses/LGPL-2.0-or-later.html,['https://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html']
370,LGPL-2.1,GNU Lesser General Public License v2.1 only,True,True,True,https://spdx.org/licenses/LGPL-2.1.json,661,https://spdx.org/licenses/LGPL-2.1.html,"['https://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html', 'https://opensource.org/licenses/LGPL-2.1']"
371,LGPL-2.1+,GNU Lesser General Public License v2.1 or later,True,True,True,https://spdx.org/licenses/LGPL-2.1+.json,78,https://spdx.org/licenses/LGPL-2.1+.html,"['https://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html', 'https://opensource.org/licenses/LGPL-2.1']"
372,LGPL-2.1-only,GNU Lesser General Public License v2.1 only,True,True,False,https://spdx.org/licenses/LGPL-2.1-only.json,523,https://spdx.org/licenses/LGPL-2.1-only.html,"['https://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html', 'https://opensource.org/licenses/LGPL-2.1']"
373,LGPL-2.1-or-later,GNU Lesser General Public License v2.1 or later,True,True,False,https://spdx.org/licenses/LGPL-2.1-or-later.json,335,https://spdx.org/licenses/LGPL-2.1-or-later.html,"['https://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html', 'https://opensource.org/licenses/LGPL-2.1']"
374,LGPL-3.0,GNU Lesser General Public License v3.0 only,True,True,True,https://spdx.org/licenses/LGPL-3.0.json,345,https://spdx.org/licenses/LGPL-3.0.html,"['https://www.gnu.org/licenses/lgpl-3.0-standalone.html', 'https://www.gnu.org/licenses/lgpl+gpl-3.0.txt', 'https://opensource.org/licenses/LGPL-3.0']"
375,LGPL-3.0+,GNU Lesser General Public License v3.0 or later,True,True,True,https://spdx.org/licenses/LGPL-3.0+.json,301,https://spdx.org/licenses/LGPL-3.0+.html,"['https://www.gnu.org/licenses/lgpl-3.0-standalone.html', 'https://www.gnu.org/licenses/lgpl+gpl-3.0.txt', 'https://opensource.org/licenses/LGPL-3.0']"
376,LGPL-3.0-only,GNU Lesser General Public License v3.0 only,True,True,False,https://spdx.org/licenses/LGPL-3.0-only.json,224,https://spdx.org/licenses/LGPL-3.0-only.html,"['https://www.gnu.org/licenses/lgpl-3.0-standalone.html', 'https://www.gnu.org/licenses/lgpl+gpl-3.0.txt', 'https://opensource.org/licenses/LGPL-3.0']"
377,LGPL-3.0-or-later,GNU Lesser General Public License v3.0 or later,True,True,False,https://spdx.org/licenses/LGPL-3.0-or-later.json,410,https://spdx.org/licenses/LGPL-3.0-or-later.html,"['https://www.gnu.org/licenses/lgpl-3.0-standalone.html', 'https://www.gnu.org/licenses/lgpl+gpl-3.0.txt', 'https://opensource.org/licenses/LGPL-3.0']"
378,LGPLLR,Lesser General Public License For Linguistic Resources,False,,False,https://spdx.org/licenses/LGPLLR.json,87,https://spdx.org/licenses/LGPLLR.html,['http://www-igm.univ-mlv.fr/~unitex/lgpllr.html']
379,Libpng,libpng License,False,,False,https://spdx.org/licenses/Libpng.json,529,https://spdx.org/licenses/Libpng.html,['http://www.libpng.org/pub/png/src/libpng-LICENSE.txt']
380,libpng-2.0,PNG Reference Library version 2,False,,False,https://spdx.org/licenses/libpng-2.0.json,149,https://spdx.org/licenses/libpng-2.0.html,['http://www.libpng.org/pub/png/src/libpng-LICENSE.txt']
381,libselinux-1.0,libselinux public domain notice,False,,False,https://spdx.org/licenses/libselinux-1.0.json,312,https://spdx.org/licenses/libselinux-1.0.html,['https://github.com/SELinuxProject/selinux/blob/master/libselinux/LICENSE']
382,libtiff,libtiff License,False,,False,https://spdx.org/licenses/libtiff.json,21,https://spdx.org/licenses/libtiff.html,['https://fedoraproject.org/wiki/Licensing/libtiff']
383,libutil-David-Nugent,libutil David Nugent License,False,,False,https://spdx.org/licenses/libutil-David-Nugent.json,293,https://spdx.org/licenses/libutil-David-Nugent.html,"['http://web.mit.edu/freebsd/head/lib/libutil/login_ok.3', 'https://cgit.freedesktop.org/libbsd/tree/man/setproctitle.3bsd']"
384,LiLiQ-P-1.1,Licence Libre du Québec – Permissive version 1.1,True,,False,https://spdx.org/licenses/LiLiQ-P-1.1.json,151,https://spdx.org/licenses/LiLiQ-P-1.1.html,"['https://forge.gouv.qc.ca/licence/fr/liliq-v1-1/', 'http://opensource.org/licenses/LiLiQ-P-1.1']"
385,LiLiQ-R-1.1,Licence Libre du Québec – Réciprocité version 1.1,True,,False,https://spdx.org/licenses/LiLiQ-R-1.1.json,205,https://spdx.org/licenses/LiLiQ-R-1.1.html,"['https://www.forge.gouv.qc.ca/participez/licence-logicielle/licence-libre-du-quebec-liliq-en-francais/licence-libre-du-quebec-reciprocite-liliq-r-v1-1/', 'http://opensource.org/licenses/LiLiQ-R-1.1']"
386,LiLiQ-Rplus-1.1,Licence Libre du Québec – Réciprocité forte version 1.1,True,,False,https://spdx.org/licenses/LiLiQ-Rplus-1.1.json,314,https://spdx.org/licenses/LiLiQ-Rplus-1.1.html,"['https://www.forge.gouv.qc.ca/participez/licence-logicielle/licence-libre-du-quebec-liliq-en-francais/licence-libre-du-quebec-reciprocite-forte-liliq-r-v1-1/', 'http://opensource.org/licenses/LiLiQ-Rplus-1.1']"
387,Linux-man-pages-1-para,Linux man-pages - 1 paragraph,False,,False,https://spdx.org/licenses/Linux-man-pages-1-para.json,576,https://spdx.org/licenses/Linux-man-pages-1-para.html,['https://git.kernel.org/pub/scm/docs/man-pages/man-pages.git/tree/man2/getcpu.2#n4']
388,Linux-man-pages-copyleft,Linux man-pages Copyleft,False,,False,https://spdx.org/licenses/Linux-man-pages-copyleft.json,212,https://spdx.org/licenses/Linux-man-pages-copyleft.html,['https://www.kernel.org/doc/man-pages/licenses.html']
389,Linux-man-pages-copyleft-2-para,Linux man-pages Copyleft - 2 paragraphs,False,,False,https://spdx.org/licenses/Linux-man-pages-copyleft-2-para.json,350,https://spdx.org/licenses/Linux-man-pages-copyleft-2-para.html,"['https://git.kernel.org/pub/scm/docs/man-pages/man-pages.git/tree/man2/move_pages.2#n5', 'https://git.kernel.org/pub/scm/docs/man-pages/man-pages.git/tree/man2/migrate_pages.2#n8']"
390,Linux-man-pages-copyleft-var,Linux man-pages Copyleft Variant,False,,False,https://spdx.org/licenses/Linux-man-pages-copyleft-var.json,186,https://spdx.org/licenses/Linux-man-pages-copyleft-var.html,['https://git.kernel.org/pub/scm/docs/man-pages/man-pages.git/tree/man2/set_mempolicy.2#n5']
391,Linux-OpenIB,Linux Kernel Variant of OpenIB.org license,False,,False,https://spdx.org/licenses/Linux-OpenIB.json,278,https://spdx.org/licenses/Linux-OpenIB.html,['https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/tree/drivers/infiniband/core/sa.h']
392,LOOP,Common Lisp LOOP License,False,,False,https://spdx.org/licenses/LOOP.json,519,https://spdx.org/licenses/LOOP.html,"['https://gitlab.com/embeddable-common-lisp/ecl/-/blob/develop/src/lsp/loop.lsp', 'http://git.savannah.gnu.org/cgit/gcl.git/tree/gcl/lsp/gcl_loop.lsp?h=Version_2_6_13pre', 'https://sourceforge.net/p/sbcl/sbcl/ci/master/tree/src/code/loop.lisp', 'https://github.com/cl-adams/adams/blob/master/LICENSE.md', 'https://github.com/blakemcbride/eclipse-lisp/blob/master/lisp/loop.lisp', 'https://gitlab.common-lisp.net/cmucl/cmucl/-/blob/master/src/code/loop.lisp']"
393,LPD-document,LPD Documentation License,False,,False,https://spdx.org/licenses/LPD-document.json,560,https://spdx.org/licenses/LPD-document.html,"['https://github.com/Cyan4973/xxHash/blob/dev/doc/xxhash_spec.md', 'https://www.ietf.org/rfc/rfc1952.txt']"
394,LPL-1.0,Lucent Public License Version 1.0,True,,False,https://spdx.org/licenses/LPL-1.0.json,266,https://spdx.org/licenses/LPL-1.0.html,['https://opensource.org/licenses/LPL-1.0']
395,LPL-1.02,Lucent Public License v1.02,True,True,False,https://spdx.org/licenses/LPL-1.02.json,120,https://spdx.org/licenses/LPL-1.02.html,"['http://plan9.bell-labs.com/plan9/license.html', 'https://opensource.org/licenses/LPL-1.02']"
396,LPPL-1.0,LaTeX Project Public License v1.0,False,,False,https://spdx.org/licenses/LPPL-1.0.json,136,https://spdx.org/licenses/LPPL-1.0.html,['http://www.latex-project.org/lppl/lppl-1-0.txt']
397,LPPL-1.1,LaTeX Project Public License v1.1,False,,False,https://spdx.org/licenses/LPPL-1.1.json,245,https://spdx.org/licenses/LPPL-1.1.html,['http://www.latex-project.org/lppl/lppl-1-1.txt']
398,LPPL-1.2,LaTeX Project Public License v1.2,False,True,False,https://spdx.org/licenses/LPPL-1.2.json,406,https://spdx.org/licenses/LPPL-1.2.html,['http://www.latex-project.org/lppl/lppl-1-2.txt']
399,LPPL-1.3a,LaTeX Project Public License v1.3a,False,True,False,https://spdx.org/licenses/LPPL-1.3a.json,509,https://spdx.org/licenses/LPPL-1.3a.html,['http://www.latex-project.org/lppl/lppl-1-3a.txt']
400,LPPL-1.3c,LaTeX Project Public License v1.3c,True,,False,https://spdx.org/licenses/LPPL-1.3c.json,298,https://spdx.org/licenses/LPPL-1.3c.html,"['http://www.latex-project.org/lppl/lppl-1-3c.txt', 'https://opensource.org/licenses/LPPL-1.3c']"
401,lsof,lsof License,False,,False,https://spdx.org/licenses/lsof.json,75,https://spdx.org/licenses/lsof.html,['https://github.com/lsof-org/lsof/blob/master/COPYING']
402,Lucida-Bitmap-Fonts,Lucida Bitmap Fonts License,False,,False,https://spdx.org/licenses/Lucida-Bitmap-Fonts.json,380,https://spdx.org/licenses/Lucida-Bitmap-Fonts.html,['https://gitlab.freedesktop.org/xorg/font/bh-100dpi/-/blob/master/COPYING?ref_type=heads']
403,LZMA-SDK-9.11-to-9.20,LZMA SDK License (versions 9.11 to 9.20),False,,False,https://spdx.org/licenses/LZMA-SDK-9.11-to-9.20.json,201,https://spdx.org/licenses/LZMA-SDK-9.11-to-9.20.html,"['https://www.7-zip.org/sdk.html', 'https://sourceforge.net/projects/sevenzip/files/LZMA%20SDK/']"
404,LZMA-SDK-9.22,LZMA SDK License (versions 9.22 and beyond),False,,False,https://spdx.org/licenses/LZMA-SDK-9.22.json,599,https://spdx.org/licenses/LZMA-SDK-9.22.html,"['https://www.7-zip.org/sdk.html', 'https://sourceforge.net/projects/sevenzip/files/LZMA%20SDK/']"
405,Mackerras-3-Clause,Mackerras 3-Clause License,False,,False,https://spdx.org/licenses/Mackerras-3-Clause.json,539,https://spdx.org/licenses/Mackerras-3-Clause.html,['https://github.com/ppp-project/ppp/blob/master/pppd/chap_ms.c#L6-L28']
406,Mackerras-3-Clause-acknowledgment,Mackerras 3-Clause - acknowledgment variant,False,,False,https://spdx.org/licenses/Mackerras-3-Clause-acknowledgment.json,189,https://spdx.org/licenses/Mackerras-3-Clause-acknowledgment.html,['https://github.com/ppp-project/ppp/blob/master/pppd/auth.c#L6-L28']
407,magaz,magaz License,False,,False,https://spdx.org/licenses/magaz.json,92,https://spdx.org/licenses/magaz.html,['https://mirrors.nic.cz/tex-archive/macros/latex/contrib/magaz/magaz.tex']
408,mailprio,mailprio License,False,,False,https://spdx.org/licenses/mailprio.json,291,https://spdx.org/licenses/mailprio.html,['https://fossies.org/linux/sendmail/contrib/mailprio']
409,MakeIndex,MakeIndex License,False,,False,https://spdx.org/licenses/MakeIndex.json,551,https://spdx.org/licenses/MakeIndex.html,['https://fedoraproject.org/wiki/Licensing/MakeIndex']
410,Martin-Birgmeier,Martin Birgmeier License,False,,False,https://spdx.org/licenses/Martin-Birgmeier.json,363,https://spdx.org/licenses/Martin-Birgmeier.html,['https://github.com/Perl/perl5/blob/blead/util.c#L6136']
411,McPhee-slideshow,McPhee Slideshow License,False,,False,https://spdx.org/licenses/McPhee-slideshow.json,510,https://spdx.org/licenses/McPhee-slideshow.html,['https://mirror.las.iastate.edu/tex-archive/graphics/metapost/contrib/macros/slideshow/slideshow.mp']
412,metamail,metamail License,False,,False,https://spdx.org/licenses/metamail.json,324,https://spdx.org/licenses/metamail.html,['https://github.com/Dual-Life/mime-base64/blob/master/Base64.xs#L12']
413,Minpack,Minpack License,False,,False,https://spdx.org/licenses/Minpack.json,659,https://spdx.org/licenses/Minpack.html,"['http://www.netlib.org/minpack/disclaimer', 'https://gitlab.com/libeigen/eigen/-/blob/master/COPYING.MINPACK']"
414,MirOS,The MirOS Licence,True,,False,https://spdx.org/licenses/MirOS.json,179,https://spdx.org/licenses/MirOS.html,['https://opensource.org/licenses/MirOS']
415,MIT,MIT License,True,True,False,https://spdx.org/licenses/MIT.json,602,https://spdx.org/licenses/MIT.html,['https://opensource.org/license/mit/']
416,MIT-0,MIT No Attribution,True,,False,https://spdx.org/licenses/MIT-0.json,495,https://spdx.org/licenses/MIT-0.html,"['https://github.com/aws/mit-0', 'https://romanrm.net/mit-zero', 'https://github.com/awsdocs/aws-cloud9-user-guide/blob/master/LICENSE-SAMPLECODE']"
417,MIT-advertising,Enlightenment License (e16),False,,False,https://spdx.org/licenses/MIT-advertising.json,41,https://spdx.org/licenses/MIT-advertising.html,['https://fedoraproject.org/wiki/Licensing/MIT_With_Advertising']
418,MIT-CMU,CMU License,False,,False,https://spdx.org/licenses/MIT-CMU.json,39,https://spdx.org/licenses/MIT-CMU.html,"['https://fedoraproject.org/wiki/Licensing:MIT?rd=Licensing/MIT#CMU_Style', 'https://github.com/python-pillow/Pillow/blob/fffb426092c8db24a5f4b6df243a8a3c01fb63cd/LICENSE']"
419,MIT-enna,enna License,False,,False,https://spdx.org/licenses/MIT-enna.json,206,https://spdx.org/licenses/MIT-enna.html,['https://fedoraproject.org/wiki/Licensing/MIT#enna']
420,MIT-feh,feh License,False,,False,https://spdx.org/licenses/MIT-feh.json,146,https://spdx.org/licenses/MIT-feh.html,['https://fedoraproject.org/wiki/Licensing/MIT#feh']
421,MIT-Festival,MIT Festival Variant,False,,False,https://spdx.org/licenses/MIT-Festival.json,430,https://spdx.org/licenses/MIT-Festival.html,"['https://github.com/festvox/flite/blob/master/COPYING', 'https://github.com/festvox/speech_tools/blob/master/COPYING']"
422,MIT-Khronos-old,MIT Khronos - old variant,False,,False,https://spdx.org/licenses/MIT-Khronos-old.json,65,https://spdx.org/licenses/MIT-Khronos-old.html,['https://github.com/KhronosGroup/SPIRV-Cross/blob/main/LICENSES/LicenseRef-KhronosFreeUse.txt']
423,MIT-Modern-Variant,MIT License Modern Variant,True,,False,https://spdx.org/licenses/MIT-Modern-Variant.json,96,https://spdx.org/licenses/MIT-Modern-Variant.html,"['https://fedoraproject.org/wiki/Licensing:MIT#Modern_Variants', 'https://ptolemy.berkeley.edu/copyright.htm', 'https://pirlwww.lpl.arizona.edu/resources/guide/software/PerlTk/Tixlic.html']"
424,MIT-open-group,MIT Open Group variant,False,,False,https://spdx.org/licenses/MIT-open-group.json,511,https://spdx.org/licenses/MIT-open-group.html,"['https://gitlab.freedesktop.org/xorg/app/iceauth/-/blob/master/COPYING', 'https://gitlab.freedesktop.org/xorg/app/xvinfo/-/blob/master/COPYING', 'https://gitlab.freedesktop.org/xorg/app/xsetroot/-/blob/master/COPYING', 'https://gitlab.freedesktop.org/xorg/app/xauth/-/blob/master/COPYING']"
425,MIT-testregex,MIT testregex Variant,False,,False,https://spdx.org/licenses/MIT-testregex.json,577,https://spdx.org/licenses/MIT-testregex.html,['https://github.com/dotnet/runtime/blob/55e1ac7c07df62c4108d4acedf78f77574470ce5/src/libraries/System.Text.RegularExpressions/tests/FunctionalTests/AttRegexTests.cs#L12-L28']
426,MIT-Wu,MIT Tom Wu Variant,False,,False,https://spdx.org/licenses/MIT-Wu.json,157,https://spdx.org/licenses/MIT-Wu.html,['https://github.com/chromium/octane/blob/master/crypto.js']
427,MITNFA,MIT +no-false-attribs license,False,,False,https://spdx.org/licenses/MITNFA.json,650,https://spdx.org/licenses/MITNFA.html,['https://fedoraproject.org/wiki/Licensing/MITNFA']
428,MMIXware,MMIXware License,False,,False,https://spdx.org/licenses/MMIXware.json,444,https://spdx.org/licenses/MMIXware.html,['https://gitlab.lrz.de/mmix/mmixware/-/blob/master/boilerplate.w']
429,Motosoto,Motosoto License,True,,False,https://spdx.org/licenses/Motosoto.json,25,https://spdx.org/licenses/Motosoto.html,['https://opensource.org/licenses/Motosoto']
430,MPEG-SSG,MPEG Software Simulation,False,,False,https://spdx.org/licenses/MPEG-SSG.json,322,https://spdx.org/licenses/MPEG-SSG.html,['https://sourceforge.net/p/netpbm/code/HEAD/tree/super_stable/converter/ppm/ppmtompeg/jrevdct.c#l1189']
431,mpi-permissive,mpi Permissive License,False,,False,https://spdx.org/licenses/mpi-permissive.json,455,https://spdx.org/licenses/mpi-permissive.html,['https://sources.debian.org/src/openmpi/4.1.0-10/ompi/debuggers/msgq_interface.h/?hl=19#L19']
432,mpich2,mpich2 License,False,,False,https://spdx.org/licenses/mpich2.json,447,https://spdx.org/licenses/mpich2.html,['https://fedoraproject.org/wiki/Licensing/MIT']
433,MPL-1.0,Mozilla Public License 1.0,True,,False,https://spdx.org/licenses/MPL-1.0.json,248,https://spdx.org/licenses/MPL-1.0.html,"['http://www.mozilla.org/MPL/MPL-1.0.html', 'https://opensource.org/licenses/MPL-1.0']"
434,MPL-1.1,Mozilla Public License 1.1,True,True,False,https://spdx.org/licenses/MPL-1.1.json,203,https://spdx.org/licenses/MPL-1.1.html,"['http://www.mozilla.org/MPL/MPL-1.1.html', 'https://opensource.org/licenses/MPL-1.1']"
435,MPL-2.0,Mozilla Public License 2.0,True,True,False,https://spdx.org/licenses/MPL-2.0.json,147,https://spdx.org/licenses/MPL-2.0.html,"['https://www.mozilla.org/MPL/2.0/', 'https://opensource.org/licenses/MPL-2.0']"
436,MPL-2.0-no-copyleft-exception,Mozilla Public License 2.0 (no copyleft exception),True,,False,https://spdx.org/licenses/MPL-2.0-no-copyleft-exception.json,528,https://spdx.org/licenses/MPL-2.0-no-copyleft-exception.html,"['https://www.mozilla.org/MPL/2.0/', 'https://opensource.org/licenses/MPL-2.0']"
437,mplus,mplus Font License,False,,False,https://spdx.org/licenses/mplus.json,552,https://spdx.org/licenses/mplus.html,['https://fedoraproject.org/wiki/Licensing:Mplus?rd=Licensing/mplus']
438,MS-LPL,Microsoft Limited Public License,False,,False,https://spdx.org/licenses/MS-LPL.json,411,https://spdx.org/licenses/MS-LPL.html,"['https://www.openhub.net/licenses/mslpl', 'https://github.com/gabegundy/atlserver/blob/master/License.txt', 'https://en.wikipedia.org/wiki/Shared_Source_Initiative#Microsoft_Limited_Public_License_(Ms-LPL)']"
439,MS-PL,Microsoft Public License,True,True,False,https://spdx.org/licenses/MS-PL.json,365,https://spdx.org/licenses/MS-PL.html,"['http://www.microsoft.com/opensource/licenses.mspx', 'https://opensource.org/licenses/MS-PL']"
440,MS-RL,Microsoft Reciprocal License,True,True,False,https://spdx.org/licenses/MS-RL.json,68,https://spdx.org/licenses/MS-RL.html,"['http://www.microsoft.com/opensource/licenses.mspx', 'https://opensource.org/licenses/MS-RL']"
441,MTLL,Matrix Template Library License,False,,False,https://spdx.org/licenses/MTLL.json,609,https://spdx.org/licenses/MTLL.html,['https://fedoraproject.org/wiki/Licensing/Matrix_Template_Library_License']
442,MulanPSL-1.0,"Mulan Permissive Software License, Version 1",False,,False,https://spdx.org/licenses/MulanPSL-1.0.json,239,https://spdx.org/licenses/MulanPSL-1.0.html,"['https://license.coscl.org.cn/MulanPSL/', 'https://github.com/yuwenlong/longphp/blob/25dfb70cc2a466dc4bb55ba30901cbce08d164b5/LICENSE']"
443,MulanPSL-2.0,"Mulan Permissive Software License, Version 2",True,,False,https://spdx.org/licenses/MulanPSL-2.0.json,553,https://spdx.org/licenses/MulanPSL-2.0.html,['https://license.coscl.org.cn/MulanPSL2']
444,Multics,Multics License,True,,False,https://spdx.org/licenses/Multics.json,465,https://spdx.org/licenses/Multics.html,['https://opensource.org/licenses/Multics']
445,Mup,Mup License,False,,False,https://spdx.org/licenses/Mup.json,514,https://spdx.org/licenses/Mup.html,['https://fedoraproject.org/wiki/Licensing/Mup']
446,NAIST-2003,Nara Institute of Science and Technology License (2003),False,,False,https://spdx.org/licenses/NAIST-2003.json,118,https://spdx.org/licenses/NAIST-2003.html,"['https://enterprise.dejacode.com/licenses/public/naist-2003/#license-text', 'https://github.com/nodejs/node/blob/4a19cc8947b1bba2b2d27816ec3d0edf9b28e503/LICENSE#L343']"
447,NASA-1.3,NASA Open Source Agreement 1.3,True,False,False,https://spdx.org/licenses/NASA-1.3.json,487,https://spdx.org/licenses/NASA-1.3.html,"['http://ti.arc.nasa.gov/opensource/nosa/', 'https://opensource.org/licenses/NASA-1.3']"
448,Naumen,Naumen Public License,True,,False,https://spdx.org/licenses/Naumen.json,399,https://spdx.org/licenses/Naumen.html,['https://opensource.org/licenses/Naumen']
449,NBPL-1.0,Net Boolean Public License v1,False,,False,https://spdx.org/licenses/NBPL-1.0.json,168,https://spdx.org/licenses/NBPL-1.0.html,['http://www.openldap.org/devel/gitweb.cgi?p=openldap.git;a=blob;f=LICENSE;hb=37b4b3f6cc4bf34e1d3dec61e69914b9819d8894']
450,NCBI-PD,NCBI Public Domain Notice,False,,False,https://spdx.org/licenses/NCBI-PD.json,598,https://spdx.org/licenses/NCBI-PD.html,"['https://github.com/ncbi/sra-tools/blob/e8e5b6af4edc460156ad9ce5902d0779cffbf685/LICENSE', 'https://github.com/ncbi/datasets/blob/0ea4cd16b61e5b799d9cc55aecfa016d6c9bd2bf/LICENSE.md', 'https://github.com/ncbi/gprobe/blob/de64d30fee8b4c4013094d7d3139ea89b5dd1ace/LICENSE', 'https://github.com/ncbi/egapx/blob/08930b9dec0c69b2d1a05e5153c7b95ef0a3eb0f/LICENSE', 'https://github.com/ncbi/datasets/blob/master/LICENSE.md']"
451,NCGL-UK-2.0,Non-Commercial Government Licence,False,,False,https://spdx.org/licenses/NCGL-UK-2.0.json,137,https://spdx.org/licenses/NCGL-UK-2.0.html,['http://www.nationalarchives.gov.uk/doc/non-commercial-government-licence/version/2/']
452,NCL,NCL Source Code License,False,,False,https://spdx.org/licenses/NCL.json,515,https://spdx.org/licenses/NCL.html,['https://gitlab.freedesktop.org/pipewire/pipewire/-/blob/master/src/modules/module-filter-chain/pffft.c?ref_type=heads#L1-52']
453,NCSA,University of Illinois/NCSA Open Source License,True,True,False,https://spdx.org/licenses/NCSA.json,652,https://spdx.org/licenses/NCSA.html,"['http://otm.illinois.edu/uiuc_openSource', 'https://opensource.org/licenses/NCSA']"
454,Net-SNMP,Net-SNMP License,False,,True,https://spdx.org/licenses/Net-SNMP.json,468,https://spdx.org/licenses/Net-SNMP.html,['http://net-snmp.sourceforge.net/about/license.html']
455,NetCDF,NetCDF license,False,,False,https://spdx.org/licenses/NetCDF.json,190,https://spdx.org/licenses/NetCDF.html,['http://www.unidata.ucar.edu/software/netcdf/copyright.html']
